District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Yield_KG_HA
Nyanza,Banana for beer,2019,Season A,719.3,18.606629834254143,8953.87
Nyanza,Banana for beer,2019,Season B,412.2,18.35978260869565,8525.68
Nyanza,Banana for beer,2020,Season A,818.0,18.77252747252747,9417.51
Nyanza,Banana for beer,2020,Season B,502.4,18.670380434782608,8970.56
Nyanza,Banana for beer,2021,Season A,678.0,18.74475138121547,8623.71
Nyanza,Banana for beer,2021,Season B,410.7,18.003532608695654,8853.42
Nyanza,Bananas,2015,Season A,465.0,18.46657458563536,7192.97
Nyanza,Bananas,2015,Season B,337.40000000000003,18.36548913043478,8618.76
Nyanza,Bananas,2016,Season A,432.6,18.696703296703294,6862.1
Nyanza,Bananas,2016,Season B,318.0,18.7,8052.45
Nyanza,Bananas,2017,Season A,465.4,18.96049723756906,6831.1
Nyanza,Bananas,2017,Season B,279.3,18.43940217391304,7821.23
Nyanza,Bananas,2018,Season A,591.2,18.43480662983425,7705.0
Nyanza,Bananas,2018,Season B,592.3000000000001,17.702445652173914,11465.26
Nyanza,Bananas,2019,Season A,719.3,18.606629834254143,8249.96
Nyanza,Bananas,2019,Season B,412.2,18.35978260869565,9166.22
Nyanza,Bananas,2020,Season A,818.0,18.77252747252747,8598.94
Nyanza,Bananas,2020,Season B,502.4,18.670380434782608,9918.63
Nyanza,Bananas,2021,Season A,678.0,18.74475138121547,7939.39
Nyanza,Bananas,2021,Season B,410.7,18.003532608695654,9309.85
Nyanza,Beans,2015,Season B,337.40000000000003,18.36548913043478,624.26
Nyanza,Beans,2016,Season B,318.0,18.7,586.51
Nyanza,Beans,2017,Season B,279.3,18.43940217391304,585.52
Nyanza,Beans,2018,Season B,592.3000000000001,17.702445652173914,822.83
Nyanza,Beans,2019,Season B,412.2,18.35978260869565,683.11
Nyanza,Beans,2020,Season B,502.4,18.670380434782608,714.96
Nyanza,Beans,2021,Season B,410.7,18.003532608695654,693.3
Nyanza,Bush bean,2015,Season A,465.0,18.46657458563536,538.33
Nyanza,Bush bean,2015,Season B,337.40000000000003,18.36548913043478,599.03
Nyanza,Bush bean,2016,Season A,432.6,18.696703296703294,529.05
Nyanza,Bush bean,2016,Season B,318.0,18.7,580.45
Nyanza,Bush bean,2017,Season A,465.4,18.96049723756906,522.37
Nyanza,Bush bean,2017,Season B,279.3,18.43940217391304,556.94
Nyanza,Bush bean,2018,Season A,591.2,18.43480662983425,591.37
Nyanza,Bush bean,2018,Season B,592.3000000000001,17.702445652173914,797.68
Nyanza,Bush bean,2019,Season A,719.3,18.606629834254143,622.23
Nyanza,Bush bean,2019,Season B,412.2,18.35978260869565,654.75
Nyanza,Bush bean,2020,Season A,818.0,18.77252747252747,662.88
Nyanza,Bush bean,2020,Season B,502.4,18.670380434782608,701.68
Nyanza,Bush bean,2021,Season A,678.0,18.74475138121547,611.76
Nyanza,Bush bean,2021,Season B,410.7,18.003532608695654,674.85
Nyanza,Cassava,2015,Season A,465.0,18.46657458563536,14106.87
Nyanza,Cassava,2015,Season B,337.40000000000003,18.36548913043478,16087.47
Nyanza,Cassava,2016,Season A,432.6,18.696703296703294,13504.68
Nyanza,Cassava,2016,Season B,318.0,18.7,15237.28
Nyanza,Cassava,2017,Season A,465.4,18.96049723756906,13922.95
Nyanza,Cassava,2017,Season B,279.3,18.43940217391304,15261.75
Nyanza,Cassava,2018,Season A,591.2,18.43480662983425,15532.61
Nyanza,Cassava,2018,Season B,592.3000000000001,17.702445652173914,22267.28
Nyanza,Cassava,2019,Season A,719.3,18.606629834254143,16443.82
Nyanza,Cassava,2019,Season B,412.2,18.35978260869565,17670.42
Nyanza,Cassava,2020,Season A,818.0,18.77252747252747,17077.27
Nyanza,Cassava,2020,Season B,502.4,18.670380434782608,18558.82
Nyanza,Cassava,2021,Season A,678.0,18.74475138121547,15608.61
Nyanza,Cassava,2021,Season B,410.7,18.003532608695654,18449.04
Nyanza,Climbing bean,2015,Season A,465.0,18.46657458563536,480.91
Nyanza,Climbing bean,2015,Season B,337.40000000000003,18.36548913043478,718.29
Nyanza,Climbing bean,2016,Season A,432.6,18.696703296703294,463.43
Nyanza,Climbing bean,2016,Season B,318.0,18.7,671.43
Nyanza,Climbing bean,2017,Season A,465.4,18.96049723756906,470.59
Nyanza,Climbing bean,2017,Season B,279.3,18.43940217391304,675.08
Nyanza,Climbing bean,2018,Season A,591.2,18.43480662983425,523.89
Nyanza,Climbing bean,2018,Season B,592.3000000000001,17.702445652173914,972.66
Nyanza,Climbing bean,2019,Season A,719.3,18.606629834254143,560.86
Nyanza,Climbing bean,2019,Season B,412.2,18.35978260869565,784.67
Nyanza,Climbing bean,2020,Season A,818.0,18.77252747252747,576.82
Nyanza,Climbing bean,2020,Season B,502.4,18.670380434782608,822.31
Nyanza,Climbing bean,2021,Season A,678.0,18.74475138121547,540.38
Nyanza,Climbing bean,2021,Season B,410.7,18.003532608695654,808.42
Nyanza,Cooking Banana,2015,Season A,465.0,18.46657458563536,6374.53
Nyanza,Cooking Banana,2015,Season B,337.40000000000003,18.36548913043478,10990.82
Nyanza,Cooking Banana,2016,Season A,432.6,18.696703296703294,6121.74
Nyanza,Cooking Banana,2016,Season B,318.0,18.7,10395.33
Nyanza,Cooking Banana,2017,Season A,465.4,18.96049723756906,5990.91
Nyanza,Cooking Banana,2017,Season B,279.3,18.43940217391304,10526.35
Nyanza,Cooking Banana,2018,Season A,591.2,18.43480662983425,6869.84
Nyanza,Cooking Banana,2018,Season B,592.3000000000001,17.702445652173914,14740.79
Nyanza,Cooking Banana,2019,Season A,719.3,18.606629834254143,7109.67
Nyanza,Cooking Banana,2019,Season B,412.2,18.35978260869565,12298.31
Nyanza,Cooking Banana,2020,Season A,818.0,18.77252747252747,7573.73
Nyanza,Cooking Banana,2020,Season B,502.4,18.670380434782608,12689.44
Nyanza,Cooking Banana,2021,Season A,678.0,18.74475138121547,7038.82
Nyanza,Cooking Banana,2021,Season B,410.7,18.003532608695654,12253.57
Nyanza,Dessert banana,2015,Season A,465.0,18.46657458563536,6543.02
Nyanza,Dessert banana,2015,Season B,337.40000000000003,18.36548913043478,7710.72
Nyanza,Dessert banana,2016,Season A,432.6,18.696703296703294,6204.83
Nyanza,Dessert banana,2016,Season B,318.0,18.7,7568.34
Nyanza,Dessert banana,2017,Season A,465.4,18.96049723756906,6379.62
Nyanza,Dessert banana,2017,Season B,279.3,18.43940217391304,7230.6
Nyanza,Dessert banana,2018,Season A,591.2,18.43480662983425,7202.84
Nyanza,Dessert banana,2018,Season B,592.3000000000001,17.702445652173914,10421.69
Nyanza,Dessert banana,2019,Season A,719.3,18.606629834254143,7590.16
Nyanza,Dessert banana,2019,Season B,412.2,18.35978260869565,8594.84
Nyanza,Dessert banana,2020,Season A,818.0,18.77252747252747,7980.16
Nyanza,Dessert banana,2020,Season B,502.4,18.670380434782608,8882.27
Nyanza,Dessert banana,2021,Season A,678.0,18.74475138121547,7210.38
Nyanza,Dessert banana,2021,Season B,410.7,18.003532608695654,8676.9
Nyanza,Ground nuts,2015,Season A,465.0,18.46657458563536,205.51
Nyanza,Ground nuts,2015,Season B,337.40000000000003,18.36548913043478,307.6
Nyanza,Ground nuts,2016,Season A,432.6,18.696703296703294,205.21
Nyanza,Ground nuts,2016,Season B,318.0,18.7,289.79
Nyanza,Ground nuts,2017,Season A,465.4,18.96049723756906,198.79
Nyanza,Ground nuts,2017,Season B,279.3,18.43940217391304,288.1
Nyanza,Ground nuts,2018,Season A,591.2,18.43480662983425,225.65
Nyanza,Ground nuts,2018,Season B,592.3000000000001,17.702445652173914,415.72
Nyanza,Ground nuts,2019,Season A,719.3,18.606629834254143,239.61
Nyanza,Ground nuts,2019,Season B,412.2,18.35978260869565,331.02
Nyanza,Ground nuts,2020,Season A,818.0,18.77252747252747,255.05
Nyanza,Ground nuts,2020,Season B,502.4,18.670380434782608,352.94
Nyanza,Ground nuts,2021,Season A,678.0,18.74475138121547,235.67
Nyanza,Ground nuts,2021,Season B,410.7,18.003532608695654,347.25
Nyanza,Irish potatoes,2015,Season A,465.0,18.46657458563536,3161.67
Nyanza,Irish potatoes,2015,Season B,337.40000000000003,18.36548913043478,2811.58
Nyanza,Irish potatoes,2016,Season A,432.6,18.696703296703294,3137.65
Nyanza,Irish potatoes,2016,Season B,318.0,18.7,2725.42
Nyanza,Irish potatoes,2017,Season A,465.4,18.96049723756906,3078.45
Nyanza,Irish potatoes,2017,Season B,279.3,18.43940217391304,2581.78
Nyanza,Irish potatoes,2018,Season A,591.2,18.43480662983425,3507.6
Nyanza,Irish potatoes,2018,Season B,592.3000000000001,17.702445652173914,3832.97
Nyanza,Irish potatoes,2019,Season A,719.3,18.606629834254143,3710.81
Nyanza,Irish potatoes,2019,Season B,412.2,18.35978260869565,3096.41
Nyanza,Irish potatoes,2020,Season A,818.0,18.77252747252747,3922.94
Nyanza,Irish potatoes,2020,Season B,502.4,18.670380434782608,3251.39
Nyanza,Irish potatoes,2021,Season A,678.0,18.74475138121547,3651.87
Nyanza,Irish potatoes,2021,Season B,410.7,18.003532608695654,3115.83
Nyanza,Maize,2015,Season A,465.0,18.46657458563536,1381.43
Nyanza,Maize,2015,Season B,337.40000000000003,18.36548913043478,1025.89
Nyanza,Maize,2016,Season A,432.6,18.696703296703294,1361.35
Nyanza,Maize,2016,Season B,318.0,18.7,941.85
Nyanza,Maize,2017,Season A,465.4,18.96049723756906,1318.37
Nyanza,Maize,2017,Season B,279.3,18.43940217391304,957.54
Nyanza,Maize,2018,Season A,591.2,18.43480662983425,1503.42
Nyanza,Maize,2018,Season B,592.3000000000001,17.702445652173914,1362.91
Nyanza,Maize,2019,Season A,719.3,18.606629834254143,1626.12
Nyanza,Maize,2019,Season B,412.2,18.35978260869565,1083.34
Nyanza,Maize,2020,Season A,818.0,18.77252747252747,1652.24
Nyanza,Maize,2020,Season B,502.4,18.670380434782608,1168.58
Nyanza,Maize,2021,Season A,678.0,18.74475138121547,1545.61
Nyanza,Maize,2021,Season B,410.7,18.003532608695654,1113.6
Nyanza,Paddy rice,2015,Season A,465.0,18.46657458563536,3365.75
Nyanza,Paddy rice,2015,Season B,337.40000000000003,18.36548913043478,3095.79
Nyanza,Paddy rice,2016,Season A,432.6,18.696703296703294,3312.1
Nyanza,Paddy rice,2016,Season B,318.0,18.7,2937.36
Nyanza,Paddy rice,2017,Season A,465.4,18.96049723756906,3215.69
Nyanza,Paddy rice,2017,Season B,279.3,18.43940217391304,2846.12
Nyanza,Paddy rice,2018,Season A,591.2,18.43480662983425,3658.28
Nyanza,Paddy rice,2018,Season B,592.3000000000001,17.702445652173914,4147.61
Nyanza,Paddy rice,2019,Season A,719.3,18.606629834254143,3872.23
Nyanza,Paddy rice,2019,Season B,412.2,18.35978260869565,3286.52
Nyanza,Paddy rice,2020,Season A,818.0,18.77252747252747,4074.5
Nyanza,Paddy rice,2020,Season B,502.4,18.670380434782608,3554.56
Nyanza,Paddy rice,2021,Season A,678.0,18.74475138121547,3754.58
Nyanza,Paddy rice,2021,Season B,410.7,18.003532608695654,3415.73
Nyanza,Peas,2015,Season A,465.0,18.46657458563536,697.78
Nyanza,Peas,2015,Season B,337.40000000000003,18.36548913043478,548.04
Nyanza,Peas,2016,Season A,432.6,18.696703296703294,673.35
Nyanza,Peas,2016,Season B,318.0,18.7,521.47
Nyanza,Peas,2017,Season A,465.4,18.96049723756906,671.92
Nyanza,Peas,2017,Season B,279.3,18.43940217391304,498.41
Nyanza,Peas,2018,Season A,591.2,18.43480662983425,780.17
Nyanza,Peas,2018,Season B,592.3000000000001,17.702445652173914,724.31
Nyanza,Peas,2019,Season A,719.3,18.606629834254143,806.31
Nyanza,Peas,2019,Season B,412.2,18.35978260869565,596.42
Nyanza,Peas,2020,Season A,818.0,18.77252747252747,866.2
Nyanza,Peas,2020,Season B,502.4,18.670380434782608,615.99
Nyanza,Peas,2021,Season A,678.0,18.74475138121547,777.19
Nyanza,Peas,2021,Season B,410.7,18.003532608695654,611.57
Nyanza,Sorghum,2015,Season A,465.0,18.46657458563536,535.93
Nyanza,Sorghum,2015,Season B,337.40000000000003,18.36548913043478,994.66
Nyanza,Sorghum,2016,Season A,432.6,18.696703296703294,518.71
Nyanza,Sorghum,2016,Season B,318.0,18.7,967.63
Nyanza,Sorghum,2017,Season A,465.4,18.96049723756906,520.6
Nyanza,Sorghum,2017,Season B,279.3,18.43940217391304,929.07
Nyanza,Sorghum,2018,Season A,591.2,18.43480662983425,589.72
Nyanza,Sorghum,2018,Season B,592.3000000000001,17.702445652173914,1358.14
Nyanza,Sorghum,2019,Season A,719.3,18.606629834254143,616.34
Nyanza,Sorghum,2019,Season B,412.2,18.35978260869565,1102.16
Nyanza,Sorghum,2020,Season A,818.0,18.77252747252747,644.69
Nyanza,Sorghum,2020,Season B,502.4,18.670380434782608,1155.17
Nyanza,Sorghum,2021,Season A,678.0,18.74475138121547,599.25
Nyanza,Sorghum,2021,Season B,410.7,18.003532608695654,1101.32
Nyanza,Soya beans,2015,Season A,465.0,18.46657458563536,255.32
Nyanza,Soya beans,2015,Season B,337.40000000000003,18.36548913043478,305.33
Nyanza,Soya beans,2016,Season A,432.6,18.696703296703294,247.55
Nyanza,Soya beans,2016,Season B,318.0,18.7,292.59
Nyanza,Soya beans,2017,Season A,465.4,18.96049723756906,246.87
Nyanza,Soya beans,2017,Season B,279.3,18.43940217391304,284.23
Nyanza,Soya beans,2018,Season A,591.2,18.43480662983425,284.14
Nyanza,Soya beans,2018,Season B,592.3000000000001,17.702445652173914,410.58
Nyanza,Soya beans,2019,Season A,719.3,18.606629834254143,297.0
Nyanza,Soya beans,2019,Season B,412.2,18.35978260869565,328.47
Nyanza,Soya beans,2020,Season A,818.0,18.77252747252747,312.78
Nyanza,Soya beans,2020,Season B,502.4,18.670380434782608,356.77
Nyanza,Soya beans,2021,Season A,678.0,18.74475138121547,283.13
Nyanza,Soya beans,2021,Season B,410.7,18.003532608695654,345.85
Nyanza,Sweet potatoes,2015,Season A,465.0,18.46657458563536,4933.59
Nyanza,Sweet potatoes,2015,Season B,337.40000000000003,18.36548913043478,8203.34
Nyanza,Sweet potatoes,2016,Season A,432.6,18.696703296703294,4728.44
Nyanza,Sweet potatoes,2016,Season B,318.0,18.7,7752.24
Nyanza,Sweet potatoes,2017,Season A,465.4,18.96049723756906,4747.75
Nyanza,Sweet potatoes,2017,Season B,279.3,18.43940217391304,7442.76
Nyanza,Sweet potatoes,2018,Season A,591.2,18.43480662983425,5495.18
Nyanza,Sweet potatoes,2018,Season B,592.3000000000001,17.702445652173914,11039.09
Nyanza,Sweet potatoes,2019,Season A,719.3,18.606629834254143,5791.75
Nyanza,Sweet potatoes,2019,Season B,412.2,18.35978260869565,8805.36
Nyanza,Sweet potatoes,2020,Season A,818.0,18.77252747252747,6152.51
Nyanza,Sweet potatoes,2020,Season B,502.4,18.670380434782608,9420.62
Nyanza,Sweet potatoes,2021,Season A,678.0,18.74475138121547,5605.25
Nyanza,Sweet potatoes,2021,Season B,410.7,18.003532608695654,9291.96
Nyanza,Yams & Taro,2015,Season A,465.0,18.46657458563536,2936.16
Nyanza,Yams & Taro,2015,Season B,337.40000000000003,18.36548913043478,3591.16
Nyanza,Yams & Taro,2016,Season A,432.6,18.696703296703294,2855.18
Nyanza,Yams & Taro,2016,Season B,318.0,18.7,3311.67
Nyanza,Yams & Taro,2017,Season A,465.4,18.96049723756906,2857.65
Nyanza,Yams & Taro,2017,Season B,279.3,18.43940217391304,3317.68
Nyanza,Yams & Taro,2018,Season A,591.2,18.43480662983425,3204.02
Nyanza,Yams & Taro,2018,Season B,592.3000000000001,17.702445652173914,4851.76
Nyanza,Yams & Taro,2019,Season A,719.3,18.606629834254143,3431.84
Nyanza,Yams & Taro,2019,Season B,412.2,18.35978260869565,3931.04
Nyanza,Yams & Taro,2020,Season A,818.0,18.77252747252747,3576.85
Nyanza,Yams & Taro,2020,Season B,502.4,18.670380434782608,4153.91
Nyanza,Yams & Taro,2021,Season A,678.0,18.74475138121547,3275.18
Nyanza,Yams & Taro,2021,Season B,410.7,18.003532608695654,4050.91
Nyarugenge,Banana for beer,2015,Season A,576.0,19.343646408839778,11652.52
Nyarugenge,Banana for beer,2015,Season B,314.2,19.468478260869563,7936.22
Nyarugenge,Banana for beer,2016,Season A,510.3,19.641758241758243,10966.37
Nyarugenge,Banana for beer,2016,Season B,301.2,19.986141304347825,7364.34
Nyarugenge,Banana for beer,2017,Season A,285.1,20.30303867403315,8702.19
Nyarugenge,Banana for beer,2017,Season B,227.2,19.874728260869563,6880.49
Nyarugenge,Banana for beer,2018,Season A,395.6,19.769337016574585,10102.98
Nyarugenge,Banana for beer,2018,Season B,513.1,18.945652173913043,10222.11
Nyarugenge,Banana for beer,2019,Season A,549.4,20.01740331491713,10734.69
Nyarugenge,Banana for beer,2019,Season B,313.4,19.99755434782609,7575.95
Nyarugenge,Banana for beer,2020,Season A,692.9,20.024725274725277,11957.05
Nyarugenge,Banana for beer,2020,Season B,371.4,19.98260869565217,8030.29
Nyarugenge,Banana for beer,2021,Season A,546.0,20.076243093922653,10954.55
Nyarugenge,Banana for beer,2021,Season B,347.9,19.371195652173917,8412.83
Nyarugenge,Bananas,2015,Season A,576.0,19.343646408839778,11147.45
Nyarugenge,Bananas,2015,Season B,314.2,19.468478260869563,9303.91
Nyarugenge,Bananas,2016,Season A,510.3,19.641758241758243,10464.52
Nyarugenge,Bananas,2016,Season B,301.2,19.986141304347825,8862.84
Nyarugenge,Bananas,2017,Season A,285.1,20.30303867403315,8232.85
Nyarugenge,Bananas,2017,Season B,227.2,19.874728260869563,8100.31
Nyarugenge,Bananas,2018,Season A,395.6,19.769337016574585,9740.05
Nyarugenge,Bananas,2018,Season B,513.1,18.945652173913043,12034.12
Nyarugenge,Bananas,2019,Season A,549.4,20.01740331491713,10462.62
Nyarugenge,Bananas,2019,Season B,313.4,19.99755434782609,9116.66
Nyarugenge,Bananas,2020,Season A,692.9,20.024725274725277,11478.32
Nyarugenge,Bananas,2020,Season B,371.4,19.98260869565217,9651.07
Nyarugenge,Bananas,2021,Season A,546.0,20.076243093922653,10641.12
Nyarugenge,Bananas,2021,Season B,347.9,19.371195652173917,9833.86
Nyarugenge,Beans,2015,Season B,314.2,19.468478260869563,603.9
Nyarugenge,Beans,2016,Season B,301.2,19.986141304347825,568.38
Nyarugenge,Beans,2017,Season B,227.2,19.874728260869563,520.74
Nyarugenge,Beans,2018,Season B,513.1,18.945652173913043,775.86
Nyarugenge,Beans,2019,Season B,313.4,19.99755434782609,590.63
Nyarugenge,Beans,2020,Season B,371.4,19.98260869565217,634.75
Nyarugenge,Beans,2021,Season B,347.9,19.371195652173917,639.06
Nyarugenge,Bush bean,2015,Season A,576.0,19.343646408839778,732.06
Nyarugenge,Bush bean,2015,Season B,314.2,19.468478260869563,608.32
Nyarugenge,Bush bean,2016,Season A,510.3,19.641758241758243,681.85
Nyarugenge,Bush bean,2016,Season B,301.2,19.986141304347825,573.98
Nyarugenge,Bush bean,2017,Season A,285.1,20.30303867403315,534.08
Nyarugenge,Bush bean,2017,Season B,227.2,19.874728260869563,529.29
Nyarugenge,Bush bean,2018,Season A,395.6,19.769337016574585,633.78
Nyarugenge,Bush bean,2018,Season B,513.1,18.945652173913043,776.07
Nyarugenge,Bush bean,2019,Season A,549.4,20.01740331491713,691.5
Nyarugenge,Bush bean,2019,Season B,313.4,19.99755434782609,567.23
Nyarugenge,Bush bean,2020,Season A,692.9,20.024725274725277,773.17
Nyarugenge,Bush bean,2020,Season B,371.4,19.98260869565217,623.24
Nyarugenge,Bush bean,2021,Season A,546.0,20.076243093922653,683.68
Nyarugenge,Bush bean,2021,Season B,347.9,19.371195652173917,638.19
Nyarugenge,Cassava,2015,Season A,576.0,19.343646408839778,9731.19
Nyarugenge,Cassava,2015,Season B,314.2,19.468478260869563,11046.22
Nyarugenge,Cassava,2016,Season A,510.3,19.641758241758243,9002.29
Nyarugenge,Cassava,2016,Season B,301.2,19.986141304347825,10194.28
Nyarugenge,Cassava,2017,Season A,285.1,20.30303867403315,7212.14
Nyarugenge,Cassava,2017,Season B,227.2,19.874728260869563,9741.89
Nyarugenge,Cassava,2018,Season A,395.6,19.769337016574585,8270.99
Nyarugenge,Cassava,2018,Season B,513.1,18.945652173913043,14364.29
Nyarugenge,Cassava,2019,Season A,549.4,20.01740331491713,9283.2
Nyarugenge,Cassava,2019,Season B,313.4,19.99755434782609,10616.39
Nyarugenge,Cassava,2020,Season A,692.9,20.024725274725277,10098.37
Nyarugenge,Cassava,2020,Season B,371.4,19.98260869565217,11380.6
Nyarugenge,Cassava,2021,Season A,546.0,20.076243093922653,9249.56
Nyarugenge,Cassava,2021,Season B,347.9,19.371195652173917,11373.25
Nyarugenge,Climbing bean,2015,Season A,576.0,19.343646408839778,765.06
Nyarugenge,Climbing bean,2015,Season B,314.2,19.468478260869563,789.39
Nyarugenge,Climbing bean,2016,Season A,510.3,19.641758241758243,717.14
Nyarugenge,Climbing bean,2016,Season B,301.2,19.986141304347825,731.02
Nyarugenge,Climbing bean,2017,Season A,285.1,20.30303867403315,571.63
Nyarugenge,Climbing bean,2017,Season B,227.2,19.874728260869563,688.41
Nyarugenge,Climbing bean,2018,Season A,395.6,19.769337016574585,655.52
Nyarugenge,Climbing bean,2018,Season B,513.1,18.945652173913043,1016.53
Nyarugenge,Climbing bean,2019,Season A,549.4,20.01740331491713,735.77
Nyarugenge,Climbing bean,2019,Season B,313.4,19.99755434782609,765.71
Nyarugenge,Climbing bean,2020,Season A,692.9,20.024725274725277,804.48
Nyarugenge,Climbing bean,2020,Season B,371.4,19.98260869565217,801.1
Nyarugenge,Climbing bean,2021,Season A,546.0,20.076243093922653,725.3
Nyarugenge,Climbing bean,2021,Season B,347.9,19.371195652173917,837.3
Nyarugenge,Cooking Banana,2015,Season A,576.0,19.343646408839778,11167.8
Nyarugenge,Cooking Banana,2015,Season B,314.2,19.468478260869563,18077.9
Nyarugenge,Cooking Banana,2016,Season A,510.3,19.641758241758243,10375.06
Nyarugenge,Cooking Banana,2016,Season B,301.2,19.986141304347825,17063.82
Nyarugenge,Cooking Banana,2017,Season A,285.1,20.30303867403315,8274.32
Nyarugenge,Cooking Banana,2017,Season B,227.2,19.874728260869563,15761.73
Nyarugenge,Cooking Banana,2018,Season A,395.6,19.769337016574585,9621.92
Nyarugenge,Cooking Banana,2018,Season B,513.1,18.945652173913043,23505.24
Nyarugenge,Cooking Banana,2019,Season A,549.4,20.01740331491713,10739.03
Nyarugenge,Cooking Banana,2019,Season B,313.4,19.99755434782609,17994.52
Nyarugenge,Cooking Banana,2020,Season A,692.9,20.024725274725277,11504.25
Nyarugenge,Cooking Banana,2020,Season B,371.4,19.98260869565217,19256.5
Nyarugenge,Cooking Banana,2021,Season A,546.0,20.076243093922653,10613.58
Nyarugenge,Cooking Banana,2021,Season B,347.9,19.371195652173917,19580.27
Nyarugenge,Dessert banana,2015,Season A,576.0,19.343646408839778,10117.23
Nyarugenge,Dessert banana,2015,Season B,314.2,19.468478260869563,7349.38
Nyarugenge,Dessert banana,2016,Season A,510.3,19.641758241758243,9162.42
Nyarugenge,Dessert banana,2016,Season B,301.2,19.986141304347825,7056.76
Nyarugenge,Dessert banana,2017,Season A,285.1,20.30303867403315,7244.09
Nyarugenge,Dessert banana,2017,Season B,227.2,19.874728260869563,6558.68
Nyarugenge,Dessert banana,2018,Season A,395.6,19.769337016574585,8532.64
Nyarugenge,Dessert banana,2018,Season B,513.1,18.945652173913043,9662.65
Nyarugenge,Dessert banana,2019,Season A,549.4,20.01740331491713,9431.65
Nyarugenge,Dessert banana,2019,Season B,313.4,19.99755434782609,7006.21
Nyarugenge,Dessert banana,2020,Season A,692.9,20.024725274725277,10374.77
Nyarugenge,Dessert banana,2020,Season B,371.4,19.98260869565217,7759.84
Nyarugenge,Dessert banana,2021,Season A,546.0,20.076243093922653,9307.04
Nyarugenge,Dessert banana,2021,Season B,347.9,19.371195652173917,7999.05
Nyarugenge,Ground nuts,2015,Season A,576.0,19.343646408839778,492.2
Nyarugenge,Ground nuts,2015,Season B,314.2,19.468478260869563,266.7
Nyarugenge,Ground nuts,2016,Season A,510.3,19.641758241758243,457.79
Nyarugenge,Ground nuts,2016,Season B,301.2,19.986141304347825,253.25
Nyarugenge,Ground nuts,2017,Season A,285.1,20.30303867403315,367.38
Nyarugenge,Ground nuts,2017,Season B,227.2,19.874728260869563,228.67
Nyarugenge,Ground nuts,2018,Season A,395.6,19.769337016574585,419.35
Nyarugenge,Ground nuts,2018,Season B,513.1,18.945652173913043,335.21
Nyarugenge,Ground nuts,2019,Season A,549.4,20.01740331491713,459.92
Nyarugenge,Ground nuts,2019,Season B,313.4,19.99755434782609,247.63
Nyarugenge,Ground nuts,2020,Season A,692.9,20.024725274725277,513.01
Nyarugenge,Ground nuts,2020,Season B,371.4,19.98260869565217,272.62
Nyarugenge,Ground nuts,2021,Season A,546.0,20.076243093922653,467.44
Nyarugenge,Ground nuts,2021,Season B,347.9,19.371195652173917,275.73
Nyarugenge,Irish potatoes,2015,Season A,576.0,19.343646408839778,5340.93
Nyarugenge,Irish potatoes,2015,Season B,314.2,19.468478260869563,2471.15
Nyarugenge,Irish potatoes,2016,Season A,510.3,19.641758241758243,4987.74
Nyarugenge,Irish potatoes,2016,Season B,301.2,19.986141304347825,2372.5
Nyarugenge,Irish potatoes,2017,Season A,285.1,20.30303867403315,3922.54
Nyarugenge,Irish potatoes,2017,Season B,227.2,19.874728260869563,2120.13
Nyarugenge,Irish potatoes,2018,Season A,395.6,19.769337016574585,4376.95
Nyarugenge,Irish potatoes,2018,Season B,513.1,18.945652173913043,3182.05
Nyarugenge,Irish potatoes,2019,Season A,549.4,20.01740331491713,4907.6
Nyarugenge,Irish potatoes,2019,Season B,313.4,19.99755434782609,2372.32
Nyarugenge,Irish potatoes,2020,Season A,692.9,20.024725274725277,5482.49
Nyarugenge,Irish potatoes,2020,Season B,371.4,19.98260869565217,2530.09
Nyarugenge,Irish potatoes,2021,Season A,546.0,20.076243093922653,4893.22
Nyarugenge,Irish potatoes,2021,Season B,347.9,19.371195652173917,2585.98
Nyarugenge,Maize,2015,Season A,576.0,19.343646408839778,1473.2
Nyarugenge,Maize,2015,Season B,314.2,19.468478260869563,1065.18
Nyarugenge,Maize,2016,Season A,510.3,19.641758241758243,1411.61
Nyarugenge,Maize,2016,Season B,301.2,19.986141304347825,1029.03
Nyarugenge,Maize,2017,Season A,285.1,20.30303867403315,1073.34
Nyarugenge,Maize,2017,Season B,227.2,19.874728260869563,942.83
Nyarugenge,Maize,2018,Season A,395.6,19.769337016574585,1249.2
Nyarugenge,Maize,2018,Season B,513.1,18.945652173913043,1365.38
Nyarugenge,Maize,2019,Season A,549.4,20.01740331491713,1399.54
Nyarugenge,Maize,2019,Season B,313.4,19.99755434782609,1001.79
Nyarugenge,Maize,2020,Season A,692.9,20.024725274725277,1534.27
Nyarugenge,Maize,2020,Season B,371.4,19.98260869565217,1104.02
Nyarugenge,Maize,2021,Season A,546.0,20.076243093922653,1356.92
Nyarugenge,Maize,2021,Season B,347.9,19.371195652173917,1137.78
Nyarugenge,Peas,2015,Season B,314.2,19.468478260869563,519.73
Nyarugenge,Peas,2016,Season B,301.2,19.986141304347825,492.7
Nyarugenge,Peas,2017,Season B,227.2,19.874728260869563,444.26
Nyarugenge,Peas,2018,Season B,513.1,18.945652173913043,650.21
Nyarugenge,Peas,2019,Season B,313.4,19.99755434782609,489.85
Nyarugenge,Peas,2020,Season B,371.4,19.98260869565217,523.02
Nyarugenge,Peas,2021,Season B,347.9,19.371195652173917,549.03
Nyarugenge,Sorghum,2015,Season B,314.2,19.468478260869563,817.73
