District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Ruhango,Soya beans,2018,Season A,538.5,19.74585635359116,0.5393,481.53
Ruhango,Soya beans,2018,Season B,502.5,18.76277173913044,0.5749,583.96
Ruhango,Soya beans,2019,Season A,739.4,19.849447513812155,0.5297,499.47
Ruhango,Soya beans,2019,Season B,386.4,19.71195652173913,0.5371,509.8
Ruhango,Soya beans,2020,Season A,756.1,19.93241758241758,0.5397,502.21
Ruhango,Soya beans,2020,Season B,486.6,19.72336956521739,0.5101,522.62
Ruhango,Soya beans,2021,Season A,622.0,19.951381215469613,0.5644,495.17
Ruhango,Soya beans,2021,Season B,398.7,19.140760869565216,0.528,522.67
Ruhango,Sweet potatoes,2015,Season A,465.0,19.10773480662984,0.5664,6106.76
Ruhango,Sweet potatoes,2015,Season B,337.40000000000003,19.05163043478261,0.5541,3905.65
Ruhango,Sweet potatoes,2016,Season A,432.6,19.328021978021976,0.5744,6169.23
Ruhango,Sweet potatoes,2016,Season B,318.0,19.420380434782608,0.5366,3827.91
Ruhango,Sweet potatoes,2017,Season A,406.0,20.29171270718232,0.5334,5594.42
Ruhango,Sweet potatoes,2017,Season B,263.6,19.77853260869565,0.5063,3536.73
Ruhango,Sweet potatoes,2018,Season A,538.5,19.74585635359116,0.5393,6009.1
Ruhango,Sweet potatoes,2018,Season B,502.5,18.76277173913044,0.5749,4489.15
Ruhango,Sweet potatoes,2019,Season A,739.4,19.849447513812155,0.5297,6248.68
Ruhango,Sweet potatoes,2019,Season B,386.4,19.71195652173913,0.5371,3891.73
Ruhango,Sweet potatoes,2020,Season A,756.1,19.93241758241758,0.5397,6287.56
Ruhango,Sweet potatoes,2020,Season B,486.6,19.72336956521739,0.5101,3887.51
Ruhango,Sweet potatoes,2021,Season A,622.0,19.951381215469613,0.5644,6125.25
Ruhango,Sweet potatoes,2021,Season B,398.7,19.140760869565216,0.528,3898.23
Ruhango,Yams & Taro,2015,Season A,465.0,19.10773480662984,0.5664,3744.48
Ruhango,Yams & Taro,2015,Season B,337.40000000000003,19.05163043478261,0.5541,7107.29
Ruhango,Yams & Taro,2016,Season A,432.6,19.328021978021976,0.5744,3626.04
Ruhango,Yams & Taro,2016,Season B,318.0,19.420380434782608,0.5366,6646.32
Ruhango,Yams & Taro,2017,Season A,406.0,20.29171270718232,0.5334,3202.92
Ruhango,Yams & Taro,2017,Season B,263.6,19.77853260869565,0.5063,6154.72
Ruhango,Yams & Taro,2018,Season A,538.5,19.74585635359116,0.5393,3510.55
Ruhango,Yams & Taro,2018,Season B,502.5,18.76277173913044,0.5749,7925.73
Ruhango,Yams & Taro,2019,Season A,739.4,19.849447513812155,0.5297,3789.53
Ruhango,Yams & Taro,2019,Season B,386.4,19.71195652173913,0.5371,6893.42
Ruhango,Yams & Taro,2020,Season A,756.1,19.93241758241758,0.5397,3805.23
Ruhango,Yams & Taro,2020,Season B,486.6,19.72336956521739,0.5101,7103.58
Ruhango,Yams & Taro,2021,Season A,622.0,19.951381215469613,0.5644,3701.26
Ruhango,Yams & Taro,2021,Season B,398.7,19.140760869565216,0.528,7033.17
Rulindo,Banana for beer,2015,Season A,743.6,17.63839779005525,0.5941,9796.63
Rulindo,Banana for beer,2015,Season B,387.7,17.590217391304346,0.5937,9496.91
Rulindo,Banana for beer,2016,Season A,706.6,17.964285714285715,0.5952,9616.15
Rulindo,Banana for beer,2016,Season B,382.7,18.15407608695652,0.5638,8548.42
Rulindo,Banana for beer,2017,Season A,317.2,17.992541436464087,0.5702,8334.7
Rulindo,Banana for beer,2017,Season B,260.0,17.93641304347826,0.5439,8262.86
Rulindo,Banana for beer,2018,Season A,481.3,17.67486187845304,0.5762,8859.91
Rulindo,Banana for beer,2018,Season B,568.9,17.172826086956523,0.5867,10351.2
Rulindo,Banana for beer,2019,Season A,738.0,17.755524861878452,0.5944,9598.75
Rulindo,Banana for beer,2019,Season B,392.4,17.884239130434782,0.574,9146.52
Rulindo,Banana for beer,2020,Season A,859.4,17.799175824175823,0.577,9849.84
Rulindo,Banana for beer,2020,Season B,492.4,18.05625,0.5528,9053.45
Rulindo,Banana for beer,2021,Season A,628.8,17.81049723756906,0.5904,9310.17
Rulindo,Banana for beer,2021,Season B,445.8,17.559782608695652,0.5585,9222.78
Rulindo,Bananas,2015,Season A,743.6,17.63839779005525,0.5941,10042.88
Rulindo,Bananas,2015,Season B,387.7,17.590217391304346,0.5937,12096.64
Rulindo,Bananas,2016,Season A,706.6,17.964285714285715,0.5952,9846.17
Rulindo,Bananas,2016,Season B,382.7,18.15407608695652,0.5638,11384.96
Rulindo,Bananas,2017,Season A,317.2,17.992541436464087,0.5702,8418.84
Rulindo,Bananas,2017,Season B,260.0,17.93641304347826,0.5439,10657.66
Rulindo,Bananas,2018,Season A,481.3,17.67486187845304,0.5762,9215.57
Rulindo,Bananas,2018,Season B,568.9,17.172826086956523,0.5867,13088.34
Rulindo,Bananas,2019,Season A,738.0,17.755524861878452,0.5944,10095.61
Rulindo,Bananas,2019,Season B,392.4,17.884239130434782,0.574,11534.93
Rulindo,Bananas,2020,Season A,859.4,17.799175824175823,0.577,10191.13
Rulindo,Bananas,2020,Season B,492.4,18.05625,0.5528,11847.84
Rulindo,Bananas,2021,Season A,628.8,17.81049723756906,0.5904,9642.34
Rulindo,Bananas,2021,Season B,445.8,17.559782608695652,0.5585,12072.56
Rulindo,Beans,2015,Season B,387.7,17.590217391304346,0.5937,789.14
Rulindo,Beans,2016,Season B,382.7,18.15407608695652,0.5638,735.65
Rulindo,Beans,2017,Season B,260.0,17.93641304347826,0.5439,709.99
Rulindo,Beans,2018,Season B,568.9,17.172826086956523,0.5867,872.61
Rulindo,Beans,2019,Season B,392.4,17.884239130434782,0.574,757.77
Rulindo,Beans,2020,Season B,492.4,18.05625,0.5528,789.37
Rulindo,Beans,2021,Season B,445.8,17.559782608695652,0.5585,788.61
Rulindo,Bush bean,2015,Season A,743.6,17.63839779005525,0.5941,533.77
Rulindo,Bush bean,2015,Season B,387.7,17.590217391304346,0.5937,684.12
Rulindo,Bush bean,2016,Season A,706.6,17.964285714285715,0.5952,516.31
Rulindo,Bush bean,2016,Season B,382.7,18.15407608695652,0.5638,637.67
Rulindo,Bush bean,2017,Season A,317.2,17.992541436464087,0.5702,438.09
Rulindo,Bush bean,2017,Season B,260.0,17.93641304347826,0.5439,602.86
Rulindo,Bush bean,2018,Season A,481.3,17.67486187845304,0.5762,475.59
Rulindo,Bush bean,2018,Season B,568.9,17.172826086956523,0.5867,743.88
Rulindo,Bush bean,2019,Season A,738.0,17.755524861878452,0.5944,514.77
Rulindo,Bush bean,2019,Season B,392.4,17.884239130434782,0.574,647.99
Rulindo,Bush bean,2020,Season A,859.4,17.799175824175823,0.577,539.89
Rulindo,Bush bean,2020,Season B,492.4,18.05625,0.5528,676.21
Rulindo,Bush bean,2021,Season A,628.8,17.81049723756906,0.5904,506.13
Rulindo,Bush bean,2021,Season B,445.8,17.559782608695652,0.5585,671.96
Rulindo,Cassava,2015,Season A,743.6,17.63839779005525,0.5941,12442.88
Rulindo,Cassava,2015,Season B,387.7,17.590217391304346,0.5937,16339.81
Rulindo,Cassava,2016,Season A,706.6,17.964285714285715,0.5952,12252.04
Rulindo,Cassava,2016,Season B,382.7,18.15407608695652,0.5638,14997.73
Rulindo,Cassava,2017,Season A,317.2,17.992541436464087,0.5702,10517.73
Rulindo,Cassava,2017,Season B,260.0,17.93641304347826,0.5439,14216.99
Rulindo,Cassava,2018,Season A,481.3,17.67486187845304,0.5762,11420.45
Rulindo,Cassava,2018,Season B,568.9,17.172826086956523,0.5867,17473.91
Rulindo,Cassava,2019,Season A,738.0,17.755524861878452,0.5944,12514.66
Rulindo,Cassava,2019,Season B,392.4,17.884239130434782,0.574,15238.42
Rulindo,Cassava,2020,Season A,859.4,17.799175824175823,0.577,12480.84
Rulindo,Cassava,2020,Season B,492.4,18.05625,0.5528,15460.29
Rulindo,Cassava,2021,Season A,628.8,17.81049723756906,0.5904,11838.48
Rulindo,Cassava,2021,Season B,445.8,17.559782608695652,0.5585,15880.88
Rulindo,Climbing bean,2015,Season A,743.6,17.63839779005525,0.5941,571.93
Rulindo,Climbing bean,2015,Season B,387.7,17.590217391304346,0.5937,927.49
Rulindo,Climbing bean,2016,Season A,706.6,17.964285714285715,0.5952,541.44
Rulindo,Climbing bean,2016,Season B,382.7,18.15407608695652,0.5638,869.91
Rulindo,Climbing bean,2017,Season A,317.2,17.992541436464087,0.5702,477.85
Rulindo,Climbing bean,2017,Season B,260.0,17.93641304347826,0.5439,811.39
Rulindo,Climbing bean,2018,Season A,481.3,17.67486187845304,0.5762,500.53
Rulindo,Climbing bean,2018,Season B,568.9,17.172826086956523,0.5867,995.34
Rulindo,Climbing bean,2019,Season A,738.0,17.755524861878452,0.5944,566.54
Rulindo,Climbing bean,2019,Season B,392.4,17.884239130434782,0.574,894.52
Rulindo,Climbing bean,2020,Season A,859.4,17.799175824175823,0.577,582.18
Rulindo,Climbing bean,2020,Season B,492.4,18.05625,0.5528,881.02
Rulindo,Climbing bean,2021,Season A,628.8,17.81049723756906,0.5904,543.84
Rulindo,Climbing bean,2021,Season B,445.8,17.559782608695652,0.5585,919.16
Rulindo,Cooking Banana,2015,Season A,743.6,17.63839779005525,0.5941,10699.18
Rulindo,Cooking Banana,2015,Season B,387.7,17.590217391304346,0.5937,20206.27
Rulindo,Cooking Banana,2016,Season A,706.6,17.964285714285715,0.5952,10683.87
Rulindo,Cooking Banana,2016,Season B,382.7,18.15407608695652,0.5638,18825.63
Rulindo,Cooking Banana,2017,Season A,317.2,17.992541436464087,0.5702,8933.0
Rulindo,Cooking Banana,2017,Season B,260.0,17.93641304347826,0.5439,17404.99
Rulindo,Cooking Banana,2018,Season A,481.3,17.67486187845304,0.5762,9749.62
Rulindo,Cooking Banana,2018,Season B,568.9,17.172826086956523,0.5867,22195.32
Rulindo,Cooking Banana,2019,Season A,738.0,17.755524861878452,0.5944,10938.4
Rulindo,Cooking Banana,2019,Season B,392.4,17.884239130434782,0.574,19127.97
Rulindo,Cooking Banana,2020,Season A,859.4,17.799175824175823,0.577,10914.26
Rulindo,Cooking Banana,2020,Season B,492.4,18.05625,0.5528,19798.99
Rulindo,Cooking Banana,2021,Season A,628.8,17.81049723756906,0.5904,10353.98
Rulindo,Cooking Banana,2021,Season B,445.8,17.559782608695652,0.5585,19830.15
Rulindo,Dessert banana,2015,Season A,743.6,17.63839779005525,0.5941,9880.87
Rulindo,Dessert banana,2015,Season B,387.7,17.590217391304346,0.5937,13045.22
Rulindo,Dessert banana,2016,Season A,706.6,17.964285714285715,0.5952,9574.58
Rulindo,Dessert banana,2016,Season B,382.7,18.15407608695652,0.5638,12198.94
Rulindo,Dessert banana,2017,Season A,317.2,17.992541436464087,0.5702,8367.69
Rulindo,Dessert banana,2017,Season B,260.0,17.93641304347826,0.5439,11024.35
Rulindo,Dessert banana,2018,Season A,481.3,17.67486187845304,0.5762,9143.84
Rulindo,Dessert banana,2018,Season B,568.9,17.172826086956523,0.5867,14213.4
Rulindo,Dessert banana,2019,Season A,738.0,17.755524861878452,0.5944,9821.74
Rulindo,Dessert banana,2019,Season B,392.4,17.884239130434782,0.574,12179.98
Rulindo,Dessert banana,2020,Season A,859.4,17.799175824175823,0.577,10052.56
Rulindo,Dessert banana,2020,Season B,492.4,18.05625,0.5528,12470.38
Rulindo,Dessert banana,2021,Season A,628.8,17.81049723756906,0.5904,9425.89
Rulindo,Dessert banana,2021,Season B,445.8,17.559782608695652,0.5585,12895.58
Rulindo,Ground nuts,2015,Season A,743.6,17.63839779005525,0.5941,467.93
Rulindo,Ground nuts,2015,Season B,387.7,17.590217391304346,0.5937,488.77
Rulindo,Ground nuts,2016,Season A,706.6,17.964285714285715,0.5952,450.04
Rulindo,Ground nuts,2016,Season B,382.7,18.15407608695652,0.5638,466.11
Rulindo,Ground nuts,2017,Season A,317.2,17.992541436464087,0.5702,389.72
Rulindo,Ground nuts,2017,Season B,260.0,17.93641304347826,0.5439,422.92
Rulindo,Ground nuts,2018,Season A,481.3,17.67486187845304,0.5762,422.26
Rulindo,Ground nuts,2018,Season B,568.9,17.172826086956523,0.5867,549.71
Rulindo,Ground nuts,2019,Season A,738.0,17.755524861878452,0.5944,454.61
Rulindo,Ground nuts,2019,Season B,392.4,17.884239130434782,0.574,472.22
Rulindo,Ground nuts,2020,Season A,859.4,17.799175824175823,0.577,467.52
Rulindo,Ground nuts,2020,Season B,492.4,18.05625,0.5528,491.02
Rulindo,Ground nuts,2021,Season A,628.8,17.81049723756906,0.5904,445.6
Rulindo,Ground nuts,2021,Season B,445.8,17.559782608695652,0.5585,479.27
Rulindo,Irish potatoes,2015,Season A,743.6,17.63839779005525,0.5941,5029.32
Rulindo,Irish potatoes,2015,Season B,387.7,17.590217391304346,0.5937,5365.51
Rulindo,Irish potatoes,2016,Season A,706.6,17.964285714285715,0.5952,4962.57
Rulindo,Irish potatoes,2016,Season B,382.7,18.15407608695652,0.5638,5088.73
Rulindo,Irish potatoes,2017,Season A,317.2,17.992541436464087,0.5702,4252.1
Rulindo,Irish potatoes,2017,Season B,260.0,17.93641304347826,0.5439,4668.85
Rulindo,Irish potatoes,2018,Season A,481.3,17.67486187845304,0.5762,4507.3
Rulindo,Irish potatoes,2018,Season B,568.9,17.172826086956523,0.5867,5999.36
Rulindo,Irish potatoes,2019,Season A,738.0,17.755524861878452,0.5944,5045.74
Rulindo,Irish potatoes,2019,Season B,392.4,17.884239130434782,0.574,5271.72
Rulindo,Irish potatoes,2020,Season A,859.4,17.799175824175823,0.577,5005.87
Rulindo,Irish potatoes,2020,Season B,492.4,18.05625,0.5528,5241.62
Rulindo,Irish potatoes,2021,Season A,628.8,17.81049723756906,0.5904,4785.65
Rulindo,Irish potatoes,2021,Season B,445.8,17.559782608695652,0.5585,5442.6
Rulindo,Maize,2015,Season A,743.6,17.63839779005525,0.5941,1611.76
Rulindo,Maize,2015,Season B,387.7,17.590217391304346,0.5937,1190.76
Rulindo,Maize,2016,Season A,706.6,17.964285714285715,0.5952,1543.44
Rulindo,Maize,2016,Season B,382.7,18.15407608695652,0.5638,1096.68
Rulindo,Maize,2017,Season A,317.2,17.992541436464087,0.5702,1327.62
Rulindo,Maize,2017,Season B,260.0,17.93641304347826,0.5439,1024.9
Rulindo,Maize,2018,Season A,481.3,17.67486187845304,0.5762,1476.46
Rulindo,Maize,2018,Season B,568.9,17.172826086956523,0.5867,1263.15
Rulindo,Maize,2019,Season A,738.0,17.755524861878452,0.5944,1583.46
Rulindo,Maize,2019,Season B,392.4,17.884239130434782,0.574,1109.59
Rulindo,Maize,2020,Season A,859.4,17.799175824175823,0.577,1616.81
Rulindo,Maize,2020,Season B,492.4,18.05625,0.5528,1165.09
Rulindo,Maize,2021,Season A,628.8,17.81049723756906,0.5904,1539.19
Rulindo,Maize,2021,Season B,445.8,17.559782608695652,0.5585,1174.97
Rulindo,Paddy rice,2015,Season A,743.6,17.63839779005525,0.5941,4050.99
Rulindo,Paddy rice,2015,Season B,387.7,17.590217391304346,0.5937,2437.03
Rulindo,Paddy rice,2016,Season A,706.6,17.964285714285715,0.5952,4004.73
Rulindo,Paddy rice,2016,Season B,382.7,18.15407608695652,0.5638,2302.54
Rulindo,Paddy rice,2017,Season A,317.2,17.992541436464087,0.5702,3394.81
Rulindo,Paddy rice,2017,Season B,260.0,17.93641304347826,0.5439,2150.98
Rulindo,Paddy rice,2018,Season A,481.3,17.67486187845304,0.5762,3725.05
Rulindo,Paddy rice,2018,Season B,568.9,17.172826086956523,0.5867,2625.64
Rulindo,Paddy rice,2019,Season A,738.0,17.755524861878452,0.5944,4046.72
Rulindo,Paddy rice,2019,Season B,392.4,17.884239130434782,0.574,2376.46
Rulindo,Paddy rice,2020,Season A,859.4,17.799175824175823,0.577,4175.85
Rulindo,Paddy rice,2020,Season B,492.4,18.05625,0.5528,2324.51
Rulindo,Paddy rice,2021,Season A,628.8,17.81049723756906,0.5904,3959.23
Rulindo,Paddy rice,2021,Season B,445.8,17.559782608695652,0.5585,2368.76
Rulindo,Peas,2015,Season A,743.6,17.63839779005525,0.5941,736.42
Rulindo,Peas,2015,Season B,387.7,17.590217391304346,0.5937,554.83
Rulindo,Peas,2016,Season A,706.6,17.964285714285715,0.5952,721.24
Rulindo,Peas,2016,Season B,382.7,18.15407608695652,0.5638,531.81
Rulindo,Peas,2017,Season A,317.2,17.992541436464087,0.5702,607.49
Rulindo,Peas,2017,Season B,260.0,17.93641304347826,0.5439,478.18
Rulindo,Peas,2018,Season A,481.3,17.67486187845304,0.5762,679.33
Rulindo,Peas,2018,Season B,568.9,17.172826086956523,0.5867,620.69
Rulindo,Peas,2019,Season A,738.0,17.755524861878452,0.5944,750.84
Rulindo,Peas,2019,Season B,392.4,17.884239130434782,0.574,547.95
Rulindo,Peas,2020,Season A,859.4,17.799175824175823,0.577,763.75
Rulindo,Peas,2020,Season B,492.4,18.05625,0.5528,540.02
Rulindo,Peas,2021,Season A,628.8,17.81049723756906,0.5904,702.66
Rulindo,Peas,2021,Season B,445.8,17.559782608695652,0.5585,546.37
Rulindo,Sorghum,2015,Season B,387.7,17.590217391304346,0.5937,1002.08
Rulindo,Sorghum,2016,Season B,382.7,18.15407608695652,0.5638,957.92
Rulindo,Sorghum,2017,Season B,260.0,17.93641304347826,0.5439,893.82
Rulindo,Sorghum,2018,Season B,568.9,17.172826086956523,0.5867,1092.95
Rulindo,Sorghum,2019,Season B,392.4,17.884239130434782,0.574,965.73
Rulindo,Sorghum,2020,Season B,492.4,18.05625,0.5528,975.66
Rulindo,Sorghum,2021,Season B,445.8,17.559782608695652,0.5585,1004.62
Rulindo,Soya beans,2015,Season A,743.6,17.63839779005525,0.5941,551.24
Rulindo,Soya beans,2015,Season B,387.7,17.590217391304346,0.5937,527.93
Rulindo,Soya beans,2016,Season A,706.6,17.964285714285715,0.5952,520.08
Rulindo,Soya beans,2016,Season B,382.7,18.15407608695652,0.5638,485.75
Rulindo,Soya beans,2017,Season A,317.2,17.992541436464087,0.5702,455.88
Rulindo,Soya beans,2017,Season B,260.0,17.93641304347826,0.5439,449.65
Rulindo,Soya beans,2018,Season A,481.3,17.67486187845304,0.5762,484.47
Rulindo,Soya beans,2018,Season B,568.9,17.172826086956523,0.5867,562.47
Rulindo,Soya beans,2019,Season A,738.0,17.755524861878452,0.5944,535.57
Rulindo,Soya beans,2019,Season B,392.4,17.884239130434782,0.574,504.57
Rulindo,Soya beans,2020,Season A,859.4,17.799175824175823,0.577,556.04
Rulindo,Soya beans,2020,Season B,492.4,18.05625,0.5528,498.49
Rulindo,Soya beans,2021,Season A,628.8,17.81049723756906,0.5904,508.24
Rulindo,Soya beans,2021,Season B,445.8,17.559782608695652,0.5585,520.16
Rulindo,Sweet potatoes,2015,Season A,743.6,17.63839779005525,0.5941,7079.14
Rulindo,Sweet potatoes,2015,Season B,387.7,17.590217391304346,0.5937,7158.48
Rulindo,Sweet potatoes,2016,Season A,706.6,17.964285714285715,0.5952,6995.6
Rulindo,Sweet potatoes,2016,Season B,382.7,18.15407608695652,0.5638,6716.94
Rulindo,Sweet potatoes,2017,Season A,317.2,17.992541436464087,0.5702,5949.8
Rulindo,Sweet potatoes,2017,Season B,260.0,17.93641304347826,0.5439,6210.96
Rulindo,Sweet potatoes,2018,Season A,481.3,17.67486187845304,0.5762,6359.29
Rulindo,Sweet potatoes,2018,Season B,568.9,17.172826086956523,0.5867,7852.29
Rulindo,Sweet potatoes,2019,Season A,738.0,17.755524861878452,0.5944,7172.6
Rulindo,Sweet potatoes,2019,Season B,392.4,17.884239130434782,0.574,6722.55
Rulindo,Sweet potatoes,2020,Season A,859.4,17.799175824175823,0.577,7143.85
Rulindo,Sweet potatoes,2020,Season B,492.4,18.05625,0.5528,6857.19
Rulindo,Sweet potatoes,2021,Season A,628.8,17.81049723756906,0.5904,6859.13
Rulindo,Sweet potatoes,2021,Season B,445.8,17.559782608695652,0.5585,6992.81
Rulindo,Wheat,2015,Season A,743.6,17.63839779005525,0.5941,909.64
Rulindo,Wheat,2015,Season B,387.7,17.590217391304346,0.5937,864.56
Rulindo,Wheat,2016,Season A,706.6,17.964285714285715,0.5952,911.47
Rulindo,Wheat,2016,Season B,382.7,18.15407608695652,0.5638,790.33
Rulindo,Wheat,2017,Season A,317.2,17.992541436464087,0.5702,771.04
Rulindo,Wheat,2017,Season B,260.0,17.93641304347826,0.5439,751.7
Rulindo,Wheat,2018,Season A,481.3,17.67486187845304,0.5762,825.09
Rulindo,Wheat,2018,Season B,568.9,17.172826086956523,0.5867,931.77
Rulindo,Wheat,2019,Season A,738.0,17.755524861878452,0.5944,921.9
Rulindo,Wheat,2019,Season B,392.4,17.884239130434782,0.574,813.32
Rulindo,Wheat,2020,Season A,859.4,17.799175824175823,0.577,919.0
Rulindo,Wheat,2020,Season B,492.4,18.05625,0.5528,839.14
Rulindo,Wheat,2021,Season A,628.8,17.81049723756906,0.5904,880.7
Rulindo,Wheat,2021,Season B,445.8,17.559782608695652,0.5585,853.47
Rulindo,Yams & Taro,2015,Season A,743.6,17.63839779005525,0.5941,4855.73
Rulindo,Yams & Taro,2015,Season B,387.7,17.590217391304346,0.5937,6274.23
Rulindo,Yams & Taro,2016,Season A,706.6,17.964285714285715,0.5952,4847.01
Rulindo,Yams & Taro,2016,Season B,382.7,18.15407608695652,0.5638,5922.6
Rulindo,Yams & Taro,2017,Season A,317.2,17.992541436464087,0.5702,4146.38
Rulindo,Yams & Taro,2017,Season B,260.0,17.93641304347826,0.5439,5410.48
Rulindo,Yams & Taro,2018,Season A,481.3,17.67486187845304,0.5762,4482.95
Rulindo,Yams & Taro,2018,Season B,568.9,17.172826086956523,0.5867,6940.15
Rulindo,Yams & Taro,2019,Season A,738.0,17.755524861878452,0.5944,4941.55
Rulindo,Yams & Taro,2019,Season B,392.4,17.884239130434782,0.574,6015.58
Rulindo,Yams & Taro,2020,Season A,859.4,17.799175824175823,0.577,5065.12
Rulindo,Yams & Taro,2020,Season B,492.4,18.05625,0.5528,6167.64
Rulindo,Yams & Taro,2021,Season A,628.8,17.81049723756906,0.5904,4680.48
Rulindo,Yams & Taro,2021,Season B,445.8,17.559782608695652,0.5585,6256.52
Rusizi,Banana for beer,2015,Season A,763.2,18.528453038674037,0.5978,8468.67
Rusizi,Banana for beer,2015,Season B,441.1,18.369565217391305,0.6471,7784.03
Rusizi,Banana for beer,2016,Season A,424.3,18.791208791208792,0.563,7702.75
Rusizi,Banana for beer,2016,Season B,423.0,18.58315217391305,0.6325,7741.73
Rusizi,Banana for beer,2017,Season A,1007.5,17.29502762430939,0.5932,9566.8
Rusizi,Banana for beer,2017,Season B,385.9,17.25,0.6018,8019.08
Rusizi,Banana for beer,2018,Season A,1040.5,17.211602209944754,0.5678,9454.76
Rusizi,Banana for beer,2018,Season B,616.9,16.63125,0.636,9452.1
Rusizi,Banana for beer,2019,Season A,1217.0,17.121270718232044,0.6264,10632.59
Rusizi,Banana for beer,2019,Season B,453.3,17.123641304347824,0.6292,8661.32
Rusizi,Banana for beer,2020,Season A,1499.8,17.321703296703298,0.569,10403.63
Rusizi,Banana for beer,2020,Season B,639.4,17.18994565217391,0.6296,9164.35
Rusizi,Banana for beer,2021,Season A,1119.6,17.23839779005525,0.5905,9938.77
Rusizi,Banana for beer,2021,Season B,606.9,16.81766304347826,0.6289,9013.4
Rusizi,Bananas,2015,Season A,763.2,18.528453038674037,0.5978,8000.62
Rusizi,Bananas,2015,Season B,441.1,18.369565217391305,0.6471,11270.89
Rusizi,Bananas,2016,Season A,424.3,18.791208791208792,0.563,7208.06
Rusizi,Bananas,2016,Season B,423.0,18.58315217391305,0.6325,10905.15
Rusizi,Bananas,2017,Season A,1007.5,17.29502762430939,0.5932,8983.76
Rusizi,Bananas,2017,Season B,385.9,17.25,0.6018,11326.45
Rusizi,Bananas,2018,Season A,1040.5,17.211602209944754,0.5678,8771.41
Rusizi,Bananas,2018,Season B,616.9,16.63125,0.636,12984.54
Rusizi,Bananas,2019,Season A,1217.0,17.121270718232044,0.6264,9810.6
Rusizi,Bananas,2019,Season B,453.3,17.123641304347824,0.6292,12129.1
Rusizi,Bananas,2020,Season A,1499.8,17.321703296703298,0.569,9519.85
Rusizi,Bananas,2020,Season B,639.4,17.18994565217391,0.6296,12460.93
Rusizi,Bananas,2021,Season A,1119.6,17.23839779005525,0.5905,9177.62
Rusizi,Bananas,2021,Season B,606.9,16.81766304347826,0.6289,12747.48
Rusizi,Beans,2015,Season B,441.1,18.369565217391305,0.6471,697.0
Rusizi,Beans,2016,Season B,423.0,18.58315217391305,0.6325,675.29
Rusizi,Beans,2017,Season B,385.9,17.25,0.6018,683.76
Rusizi,Beans,2018,Season B,616.9,16.63125,0.636,822.12
Rusizi,Beans,2019,Season B,453.3,17.123641304347824,0.6292,755.24
Rusizi,Beans,2020,Season B,639.4,17.18994565217391,0.6296,797.56
Rusizi,Beans,2021,Season B,606.9,16.81766304347826,0.6289,795.34
Rusizi,Bush bean,2015,Season A,763.2,18.528453038674037,0.5978,536.2
Rusizi,Bush bean,2015,Season B,441.1,18.369565217391305,0.6471,679.1
Rusizi,Bush bean,2016,Season A,424.3,18.791208791208792,0.563,473.6
Rusizi,Bush bean,2016,Season B,423.0,18.58315217391305,0.6325,660.54
Rusizi,Bush bean,2017,Season A,1007.5,17.29502762430939,0.5932,596.88
Rusizi,Bush bean,2017,Season B,385.9,17.25,0.6018,680.83
Rusizi,Bush bean,2018,Season A,1040.5,17.211602209944754,0.5678,588.04
Rusizi,Bush bean,2018,Season B,616.9,16.63125,0.636,801.47
Rusizi,Bush bean,2019,Season A,1217.0,17.121270718232044,0.6264,645.72
Rusizi,Bush bean,2019,Season B,453.3,17.123641304347824,0.6292,711.01
Rusizi,Bush bean,2020,Season A,1499.8,17.321703296703298,0.569,645.65
Rusizi,Bush bean,2020,Season B,639.4,17.18994565217391,0.6296,758.54
Rusizi,Bush bean,2021,Season A,1119.6,17.23839779005525,0.5905,629.48
Rusizi,Bush bean,2021,Season B,606.9,16.81766304347826,0.6289,769.08
Rusizi,Cassava,2015,Season A,763.2,18.528453038674037,0.5978,9268.89
Rusizi,Cassava,2015,Season B,441.1,18.369565217391305,0.6471,8092.58
Rusizi,Cassava,2016,Season A,424.3,18.791208791208792,0.563,8341.8
Rusizi,Cassava,2016,Season B,423.0,18.58315217391305,0.6325,7559.49
Rusizi,Cassava,2017,Season A,1007.5,17.29502762430939,0.5932,10581.8
Rusizi,Cassava,2017,Season B,385.9,17.25,0.6018,8065.25
Rusizi,Cassava,2018,Season A,1040.5,17.211602209944754,0.5678,10474.3
Rusizi,Cassava,2018,Season B,616.9,16.63125,0.636,9385.24
Rusizi,Cassava,2019,Season A,1217.0,17.121270718232044,0.6264,11302.31
Rusizi,Cassava,2019,Season B,453.3,17.123641304347824,0.6292,8429.11
Rusizi,Cassava,2020,Season A,1499.8,17.321703296703298,0.569,11037.73
Rusizi,Cassava,2020,Season B,639.4,17.18994565217391,0.6296,9124.39
Rusizi,Cassava,2021,Season A,1119.6,17.23839779005525,0.5905,10714.71
Rusizi,Cassava,2021,Season B,606.9,16.81766304347826,0.6289,9209.26
Rusizi,Climbing bean,2015,Season A,763.2,18.528453038674037,0.5978,548.03
Rusizi,Climbing bean,2015,Season B,441.1,18.369565217391305,0.6471,750.37
Rusizi,Climbing bean,2016,Season A,424.3,18.791208791208792,0.563,462.46
Rusizi,Climbing bean,2016,Season B,423.0,18.58315217391305,0.6325,713.17
Rusizi,Climbing bean,2017,Season A,1007.5,17.29502762430939,0.5932,599.03
